year,round,branch,category,quota,opening_rank,closing_rank
2024,Round 3,PAINT TECHNOLOGY,EWS,Home State,101473,102363
2024,Round 3,PAINT TECHNOLOGY,OPEN(AF),Home State,124759,124759
2024,Round 3,PAINT TECHNOLOGY,OPEN GIRL,Home State,101346,111801
2024,Round 3,PAINT TECHNOLOGY,OPEN,Home State,91147,99192
2024,Round 3,PAINT TECHNOLOGY,SC,Home State,339318,406742
2024,Round 3,PAINT TECHNOLOGY (FW),OPEN (TF),Home State,89432,98587
2024,Round 3,CIVIL ENGG.,BC,All India,118208,118208
2024,Round 3,CIVIL ENGG.,OPEN,All India,60156,60156
2024,Round 3,CIVIL ENGG.,BC(AF),Home State,124682,124682
2024,Round 3,CIVIL ENGG.,BC(GIRL),Home State,97285,97285
2024,Round 3,CIVIL ENGG.,BC,Home State,87514,96701
2024,Round 3,CIVIL ENGG.,EWS(GIRL),Home State,90020,90020
2024,Round 3,CIVIL ENGG.,EWS,Home State,83493,87896
2024,Round 3,CIVIL ENGG.,OPEN GIRL,Home State,85605,89980
2024,Round 3,CIVIL ENGG.,OPEN,Home State,75257,81374
2024,Round 3,CIVIL ENGG.,SC(GIRL),Home State,331520,331520
2024,Round 3,CIVIL ENGG.,SC,Home State,282236,297809
2024,Round 3,CIVIL ENGG.,ST,Home State,692675,692675
2024,Round 3,CIVIL ENGG. (FW),OPEN (TF),Home State,74821,76190
2024,Round 3,COMPUTER SC. & ENGG.,BC,All India,65864,65864
2024,Round 3,COMPUTER SC. & ENGG.,OPEN,All India,38255,38255
2024,Round 3,COMPUTER SC. & ENGG.,BC,Home State,41674,41674
2024,Round 3,COMPUTER SC. & ENGG.,EWS(GIRL),Home State,41440,41440
2024,Round 3,COMPUTER SC. & ENGG.,EWS,Home State,33190,33841
2024,Round 3,COMPUTER SC. & ENGG.,OPEN,Home State,26551,26851
2024,Round 3,COMPUTER SC. & ENGG.,SC(AF),Home State,402160,402160
2024,Round 3,COMPUTER SC. & ENGG.,SC(GIRL),Home State,189150,189150
2024,Round 3,COMPUTER SC. & ENGG.,SC,Home State,135541,135541
2024,Round 3,ELECTRICAL ENGG.,BC,All India,80039,80039
2024,Round 3,ELECTRICAL ENGG.,OPEN,All India,48106,48683
2024,Round 3,ELECTRICAL ENGG.,BC(AF),Home State,93718,93718
2024,Round 3,ELECTRICAL ENGG.,BC,Home State,61064,64320
2024,Round 3,ELECTRICAL ENGG.,EWS,Home State,56751,58566
2024,Round 3,ELECTRICAL ENGG.,OPEN GIRL,Home State,60141,60195
2024,Round 3,ELECTRICAL ENGG.,OPEN,Home State,49444,50838
2024,Round 3,ELECTRICAL ENGG.,SC(GIRL),Home State,229718,239542
2024,Round 3,ELECTRICAL ENGG.,SC,Home State,219594,222661
2024,Round 3,ELECTRICAL ENGG.,ST,Home State,398640,398640
2024,Round 3,ELECTRICAL ENGG. (FW),OPEN (TF),Home State,57427,58469
2024,Round 3,ELECTRONICS ENGG.,BC,All India,76063,76063
2024,Round 3,ELECTRONICS ENGG.,OPEN,All India,45054,45054
2024,Round 3,ELECTRONICS ENGG.,BC,Home State,55293,57311
2024,Round 3,ELECTRONICS ENGG.,EWS(GIRL),Home State,59999,59999
2024,Round 3,ELECTRONICS ENGG.,EWS,Home State,46820,47585
2024,Round 3,ELECTRONICS ENGG.,OPEN(FF),Home State,833555,833555
2024,Round 3,ELECTRONICS ENGG.,OPEN GIRL,Home State,48369,50674
2024,Round 3,ELECTRONICS ENGG.,OPEN,Home State,45053,46297
2024,Round 3,ELECTRONICS ENGG.,OPEN(PH),Home State,635093,955944
2024,Round 3,ELECTRONICS ENGG.,SC(GIRL),Home State,226753,229584
2024,Round 3,ELECTRONICS ENGG.,SC,Home State,196514,202832
2024,Round 3,ELECTRONICS ENGG. (FW),OPEN (TF),Home State,46076,46209
2024,Round 3,MECHANICAL ENGG.,BC,All India,92525,92525
2024,Round 3,MECHANICAL ENGG.,OPEN,All India,52482,52482
2024,Round 3,MECHANICAL ENGG.,BC(AF),Home State,100407,100407
2024,Round 3,MECHANICAL ENGG.,BC,Home State,73553,77141
2024,Round 3,MECHANICAL ENGG.,EWS(GIRL),Home State,79835,79835
2024,Round 3,MECHANICAL ENGG.,EWS,Home State,65403,70008
2024,Round 3,MECHANICAL ENGG.,OPEN(AF),Home State,93107,93107
2024,Round 3,MECHANICAL ENGG.,OPEN GIRL,Home State,74022,78127
2024,Round 3,MECHANICAL ENGG.,OPEN,Home State,59951,62668
2024,Round 3,MECHANICAL ENGG.,SC(GIRL),Home State,324832,333954
2024,Round 3,MECHANICAL ENGG.,SC,Home State,238007,275781
2024,Round 3,MECHANICAL ENGG.,ST,Home State,762062,762062
2024,Round 3,CHEMICAL ENGG.,OPEN,All India,59604,59718
2024,Round 3,CHEMICAL ENGG.,BC(AF),Home State,107060,107060
2024,Round 3,CHEMICAL ENGG.,BC,Home State,80947,86381
2024,Round 3,CHEMICAL ENGG.,EWS,Home State,76533,78486
2024,Round 3,CHEMICAL ENGG.,OPEN(AF),Home State,101225,101225
2024,Round 3,CHEMICAL ENGG.,OPEN GIRL,Home State,73738,73738
2024,Round 3,CHEMICAL ENGG.,OPEN,Home State,64908,69977
2024,Round 3,CHEMICAL ENGG.,SC(GIRL),Home State,299234,299234
2024,Round 3,CHEMICAL ENGG.,SC,Home State,287401,294158
2024,Round 3,CHEMICAL ENGG. (FW),OPEN (TF),Home State,72076,72603
2024,Round 3,BIO CHEMICAL ENGG.,BC,All India,129108,129108
2024,Round 3,BIO CHEMICAL ENGG.,SC,All India,544831,544831
2024,Round 3,BIO CHEMICAL ENGG.,BC(GIRL),Home State,119628,129874
2024,Round 3,BIO CHEMICAL ENGG.,BC,Home State,131863,160398
2024,Round 3,BIO CHEMICAL ENGG.,EWS(GIRL),Home State,122291,122291
2024,Round 3,BIO CHEMICAL ENGG.,EWS,Home State,128238,138467
2024,Round 3,BIO CHEMICAL ENGG.,OPEN(AF),Home State,129834,129834
2024,Round 3,BIO CHEMICAL ENGG.,OPEN GIRL,Home State,99787,99787
2024,Round 3,BIO CHEMICAL ENGG.,OPEN,Home State,98293,127786
2024,Round 3,BIO CHEMICAL ENGG.,SC(GIRL),Home State,417447,433483
2024,Round 3,BIO CHEMICAL ENGG.,SC,Home State,410662,480706
2024,Round 3,BIO CHEMICAL ENGG. (FW),OPEN (TF),Home State,105743,118001
2024,Round 3,OIL TECHNOLOGY,BC,All India,121023,121023
2024,Round 3,OIL TECHNOLOGY,OPEN,All India,70596,70596
2024,Round 3,OIL TECHNOLOGY,SC,All India,551178,551178
2024,Round 3,OIL TECHNOLOGY,BC(AF),Home State,192444,192444
2024,Round 3,OIL TECHNOLOGY,BC(GIRL),Home State,186234,195187
2024,Round 3,OIL TECHNOLOGY,BC,Home State,152062,176893
2024,Round 3,OIL TECHNOLOGY,EWS(GIRL),Home State,163260,163260
2024,Round 3,OIL TECHNOLOGY,EWS,Home State,143083,148384
2024,Round 3,OIL TECHNOLOGY,OPEN(AF),Home State,153531,164683
2024,Round 3,OIL TECHNOLOGY,OPEN GIRL,Home State,146339,146339
2024,Round 3,OIL TECHNOLOGY,OPEN,Home State,120085,139072
2024,Round 3,OIL TECHNOLOGY,SC(GIRL),Home State,461091,553964
2024,Round 3,OIL TECHNOLOGY,SC,Home State,415313,495680
2024,Round 3,OIL TECHNOLOGY (FW),OPEN (TF),Home State,121736,121736
2024,Round 3,INFORMATION TECHNOLOGY,BC,All India,67454,67454
2024,Round 3,INFORMATION TECHNOLOGY,OPEN,All India,42429,42892
2024,Round 3,INFORMATION TECHNOLOGY,BC,Home State,48967,49227
2024,Round 3,INFORMATION TECHNOLOGY,EWS(GIRL),Home State,47658,47658
2024,Round 3,INFORMATION TECHNOLOGY,EWS,Home State,44099,44099
2024,Round 3,INFORMATION TECHNOLOGY,EWS(PH),Home State,1051227,1051227
2024,Round 3,INFORMATION TECHNOLOGY,OPEN GIRL,Home State,42031,42031
2024,Round 3,INFORMATION TECHNOLOGY,OPEN,Home State,34068,35373
2024,Round 3,INFORMATION TECHNOLOGY,OPEN(PH),Home State,498356,498356
2024,Round 3,INFORMATION TECHNOLOGY,SC(AF),Home State,412073,412073
2024,Round 3,INFORMATION TECHNOLOGY,SC(GIRL),Home State,209412,209412
2024,Round 3,INFORMATION TECHNOLOGY,SC,Home State,176353,176353
2024,Round 3,INFORMATION TECHNOLOGY,ST,Home State,304547,304547
2024,Round 3,PLASTIC TECHNOLOGY,OPEN,All India,91448,91867
2024,Round 3,PLASTIC TECHNOLOGY,BC(AF),Home State,186954,186954
2024,Round 3,PLASTIC TECHNOLOGY,BC(GIRL),Home State,158137,173830
2024,Round 3,PLASTIC TECHNOLOGY,BC,Home State,148327,169162
2024,Round 3,PLASTIC TECHNOLOGY,EWS(GIRL),Home State,150626,150626
2024,Round 3,PLASTIC TECHNOLOGY,EWS,Home State,139101,147085
2024,Round 3,PLASTIC TECHNOLOGY,OPEN(AF),Home State,176731,176731
2024,Round 3,PLASTIC TECHNOLOGY,OPEN GIRL,Home State,127598,131669
2024,Round 3,PLASTIC TECHNOLOGY,OPEN,Home State,127017,135153
2024,Round 3,PLASTIC TECHNOLOGY,SC(GIRL),Home State,486028,505509
2024,Round 3,PLASTIC TECHNOLOGY,SC,Home State,455727,551192
2024,Round 3,PLASTIC TECHNOLOGY (FW),OPEN (TF),Home State,114877,122823
2024,Round 3,LEATHER TECHNOLOGY,OPEN,All India,97221,97221
2024,Round 3,LEATHER TECHNOLOGY,BC(GIRL),Home State,164045,187647
2024,Round 3,LEATHER TECHNOLOGY,BC,Home State,151485,175979
2024,Round 3,LEATHER TECHNOLOGY,EWS(GIRL),Home State,177383,177383
2024,Round 3,LEATHER TECHNOLOGY,EWS,Home State,150912,152426
2024,Round 3,LEATHER TECHNOLOGY,OPEN(AF),Home State,188432,188432
2024,Round 3,LEATHER TECHNOLOGY,OPEN GIRL,Home State,149688,157926
2024,Round 3,LEATHER TECHNOLOGY,OPEN,Home State,129809,150209
2024,Round 3,LEATHER TECHNOLOGY,SC,Home State,518667,559726
2024,Round 3,LEATHER TECHNOLOGY (FW),OPEN (TF),Home State,138610,138610
2024,Round 3,FOOD TECHNOLOGY,BC,All India,121101,121101
2024,Round 3,FOOD TECHNOLOGY,OPEN,All India,82894,82894
2024,Round 3,FOOD TECHNOLOGY,SC,All India,585238,585238
2024,Round 3,FOOD TECHNOLOGY,BC(AF),Home State,186840,186840
2024,Round 3,FOOD TECHNOLOGY,BC(GIRL),Home State,152260,169077
2024,Round 3,FOOD TECHNOLOGY,BC,Home State,143029,172467
2024,Round 3,FOOD TECHNOLOGY,EWS(GIRL),Home State,156467,159315
2024,Round 3,FOOD TECHNOLOGY,EWS,Home State,133430,146856
2024,Additional Round,INFORMATION TECHNOLOGY,BC,Home State,49783,49783
2024,Additional Round,INFORMATION TECHNOLOGY,OPEN,Home State,29343,29343
2024,Additional Round,INFORMATION TECHNOLOGY,SC,Home State,137173,137173
2024,Additional Round,PLASTIC TECHNOLOGY,OPEN,All India,86116,89966
2024,Additional Round,PLASTIC TECHNOLOGY,BC(AF),Home State,712248,712248
2024,Additional Round,PLASTIC TECHNOLOGY,BC(GIRL),Home State,211297,221987
2024,Additional Round,PLASTIC TECHNOLOGY,BC,Home State,177145,205617
2024,Additional Round,PLASTIC TECHNOLOGY,EWS(GIRL),Home State,172555,172555
2024,Additional Round,PLASTIC TECHNOLOGY,EWS,Home State,168342,177253
2024,Additional Round,PLASTIC TECHNOLOGY,OPEN(AF),Home State,217030,217030
2024,Additional Round,PLASTIC TECHNOLOGY,OPEN GIRL,Home State,96984,172124
2024,Additional Round,PLASTIC TECHNOLOGY,OPEN,Home State,103490,166992
2024,Additional Round,PLASTIC TECHNOLOGY,SC(GIRL),Home State,390481,738526
2024,Additional Round,PLASTIC TECHNOLOGY,SC,Home State,439214,752364
2024,Additional Round,PLASTIC TECHNOLOGY (FW),OPEN (TF),Home State,157101,171597
2024,Additional Round,LEATHER TECHNOLOGY,OPEN,All India,87970,87970
2024,Additional Round,LEATHER TECHNOLOGY,BC(GIRL),Home State,225312,237247
2024,Additional Round,LEATHER TECHNOLOGY,BC,Home State,219754,229468
2024,Additional Round,LEATHER TECHNOLOGY,EWS(GIRL),Home State,208137,208137
2024,Additional Round,LEATHER TECHNOLOGY,EWS,Home State,200924,205624
2024,Additional Round,LEATHER TECHNOLOGY,OPEN(AF),Home State,285137,285137
2024,Additional Round,LEATHER TECHNOLOGY,OPEN GIRL,Home State,105739,198695
2024,Additional Round,LEATHER TECHNOLOGY,OPEN,Home State,167311,200234
2024,Additional Round,LEATHER TECHNOLOGY,SC,Home State,278209,744163
2024,Additional Round,LEATHER TECHNOLOGY (FW),OPEN (TF),Home State,178674,178674
2024,Additional Round,FOOD TECHNOLOGY,BC,All India,136445,136445
2024,Additional Round,FOOD TECHNOLOGY,OPEN,All India,64115,64115
2024,Additional Round,FOOD TECHNOLOGY,SC,All India,1086044,1086044
2024,Additional Round,FOOD TECHNOLOGY,BC(AF),Home State,418972,418972
2024,Additional Round,FOOD TECHNOLOGY,BC(GIRL),Home State,229694,234563
2024,Additional Round,FOOD TECHNOLOGY,BC,Home State,195607,225823
2024,Additional Round,FOOD TECHNOLOGY,EWS(GIRL),Home State,189098,193926
2024,Additional Round,FOOD TECHNOLOGY,EWS,Home State,192160,194950
2024,Additional Round,FOOD TECHNOLOGY,OPEN(AF),Home State,230588,230588
2024,Additional Round,FOOD TECHNOLOGY,OPEN GIRL,Home State,136150,188313
2024,Additional Round,FOOD TECHNOLOGY,OPEN,Home State,90916,186966
2024,Additional Round,FOOD TECHNOLOGY,SC(GIRL),Home State,247227,655380
2024,Additional Round,FOOD TECHNOLOGY,SC,Home State,346987,619235
2024,Additional Round,FOOD TECHNOLOGY,ST(GIRL),Home State,527609,527609
2024,Additional Round,FOOD TECHNOLOGY (FW),OPEN (TF),Home State,65745,95415
2024,Additional Round,PAINT TECHNOLOGY,OPEN,All India,74351,78697
2024,Additional Round,PAINT TECHNOLOGY,SC,All India,327080,327080
2024,Additional Round,PAINT TECHNOLOGY,BC(AF),Home State,249171,249171
2024,Additional Round,PAINT TECHNOLOGY,BC(GIRL),Home State,125253,199668
2024,Additional Round,PAINT TECHNOLOGY,BC,Home State,108357,156719
2024,Additional Round,PAINT TECHNOLOGY,EWS(GIRL),Home State,108272,108272
2024,Additional Round,PAINT TECHNOLOGY,EWS,Home State,104558,139694
2024,Additional Round,PAINT TECHNOLOGY,OPEN(AF),Home State,189099,189099
2024,Additional Round,PAINT TECHNOLOGY,OPEN GIRL,Home State,97907,106555
2024,Additional Round,PAINT TECHNOLOGY,OPEN,Home State,41812,104017
2024,Additional Round,PAINT TECHNOLOGY,SC(GIRL),Home State,319997,341879
2024,Additional Round,PAINT TECHNOLOGY,SC,Home State,214448,453091
2024,Additional Round,PAINT TECHNOLOGY (FW),OPEN (TF),Home State,56105,56105
2024,Additional Round,CIVIL ENGG.,BC,All India,119239,119239
2024,Additional Round,CIVIL ENGG.,OPEN,All India,48887,48887
2024,Additional Round,CIVIL ENGG.,SC,All India,58376,58376
2024,Additional Round,CIVIL ENGG.,BC(AF),Home State,245998,245998
2024,Additional Round,CIVIL ENGG.,BC(GIRL),Home State,71680,130751
2024,Additional Round,CIVIL ENGG.,BC,Home State,62573,111885
2024,Additional Round,CIVIL ENGG.,EWS(GIRL),Home State,95398,95398
2024,Additional Round,CIVIL ENGG.,EWS,Home State,75985,91871
2024,Additional Round,CIVIL ENGG.,OPEN(AF),Home State,164920,164920
2024,Additional Round,CIVIL ENGG.,OPEN(FF),Home State,917874,917874
2024,Additional Round,CIVIL ENGG.,OPEN GIRL,Home State,71367,71367
2024,Additional Round,CIVIL ENGG.,SC(AF),Home State,1025632,1025632
2024,Additional Round,CIVIL ENGG.,SC(GIRL),Home State,226297,242053
2024,Additional Round,CIVIL ENGG.,SC,Home State,217282,252474
2024,Additional Round,CIVIL ENGG.,ST,Home State,769435,769435
2024,Additional Round,CIVIL ENGG. (FW),OPEN (TF),Home State,49406,49406
2024,Additional Round,COMPUTER SC. & ENGG.,BC,Home State,41629,41629
2024,Additional Round,COMPUTER SC. & ENGG.,OPEN GIRL,Home State,34264,34264
2024,Additional Round,COMPUTER SC. & ENGG.,OPEN,Home State,24634,24634
2024,Additional Round,ELECTRICAL ENGG.,BC,Home State,50014,50088
2024,Additional Round,ELECTRICAL ENGG.,EWS,Home State,39748,39748
2024,Additional Round,ELECTRICAL ENGG.,OPEN GIRL,Home State,61648,61648
2024,Additional Round,ELECTRICAL ENGG.,OPEN,Home State,39325,39325
2024,Additional Round,ELECTRICAL ENGG.,OPEN(PH),Home State,1290172,1290172
2024,Additional Round,ELECTRICAL ENGG.,SC(AF),Home State,572567,572567
2024,Additional Round,ELECTRONICS ENGG.,OPEN(FF),Home State,166548,166548
2024,Additional Round,ELECTRONICS ENGG.,OPEN,Home State,26902,26902
2024,Additional Round,ELECTRONICS ENGG.,OPEN(PH),Home State,923560,923560
2024,Additional Round,ELECTRONICS ENGG.,SC,Home State,148625,148625
2024,Additional Round,MECHANICAL ENGG.,OPEN(AF),Home State,209608,209608
2024,Additional Round,MECHANICAL ENGG.,OPEN,Home State,81291,99516
2024,Additional Round,MECHANICAL ENGG.,SC,Home State,197201,197201
2024,Additional Round,CHEMICAL ENGG.,BC,All India,69393,69393
2024,Additional Round,CHEMICAL ENGG.,OPEN,Home State,41203,53729
2024,Additional Round,CHEMICAL ENGG.,SC,Home State,177170,179209
2024,Additional Round,BIO CHEMICAL ENGG.,BC,All India,138017,138017
2024,Additional Round,BIO CHEMICAL ENGG.,SC,All India,388856,388856
2024,Additional Round,BIO CHEMICAL ENGG.,BC(GIRL),Home State,140758,186693
2024,Additional Round,BIO CHEMICAL ENGG.,BC,Home State,141769,200004
2024,Additional Round,BIO CHEMICAL ENGG.,EWS(GIRL),Home State,168681,168681
2024,Additional Round,BIO CHEMICAL ENGG.,EWS,Home State,147276,179888
2024,Additional Round,BIO CHEMICAL ENGG.,OPEN(AF),Home State,215276,215276
2024,Additional Round,BIO CHEMICAL ENGG.,OPEN GIRL,Home State,72592,126804
2024,Additional Round,BIO CHEMICAL ENGG.,OPEN,Home State,95877,141673
2024,Additional Round,BIO CHEMICAL ENGG.,SC(GIRL),Home State,346916,459764
2024,Additional Round,BIO CHEMICAL ENGG.,SC,Home State,353192,531772
2024,Additional Round,BIO CHEMICAL ENGG.,ST,Home State,801631,801631
2024,Additional Round,BIO CHEMICAL ENGG. (FW),OPEN (TF),Home State,126487,133039
2024,Additional Round,OIL TECHNOLOGY,BC,All India,143891,143891
2024,Additional Round,OIL TECHNOLOGY,OPEN,All India,38777,38777
2024,Additional Round,OIL TECHNOLOGY,SC,All India,533329,533329
2024,Additional Round,OIL TECHNOLOGY,BC(AF),Home State,466872,466872
2024,Additional Round,OIL TECHNOLOGY,BC(GIRL),Home State,196814,206255
2024,Additional Round,OIL TECHNOLOGY,BC,Home State,176750,219586
2024,Additional Round,OIL TECHNOLOGY,EWS(GIRL),Home State,180682,180682
2024,Additional Round,OIL TECHNOLOGY,EWS,Home State,177735,185304
2024,Additional Round,OIL TECHNOLOGY,OPEN(AF),Home State,237860,261808
2024,Additional Round,OIL TECHNOLOGY,OPEN GIRL,Home State,86496,178557
2024,Additional Round,OIL TECHNOLOGY,OPEN,Home State,65307,166721
2024,Additional Round,OIL TECHNOLOGY,SC(GIRL),Home State,366595,555224
2024,Additional Round,OIL TECHNOLOGY,SC,Home State,288328,607359
2024,Additional Round,OIL TECHNOLOGY (FW),OPEN (TF),Home State,93399,142938
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),SC,All India,325421,325421
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),BC(AF),Home State,121010,121010
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),BC(GIRL),Home State,102821,115362
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),BC,Home State,100988,116141
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),EWS(GIRL),Home State,111413,115123
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),EWS,Home State,101429,105415
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),OPEN(AF),Home State,103981,103981
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),OPEN(FF),Home State,1096954,1096954
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),OPEN GIRL,Home State,56908,101047
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),OPEN,Home State,72810,94019
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),SC(AF),Home State,500483,500483
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),SC(GIRL),Home State,320192,330984
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),SC,Home State,213222,295359
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY),ST(GIRL),Home State,719869,719869
2025,Round 1,CHEMICAL TECHNOLOGY (FOOD TECHNOLOGY) (TFW),OPEN (TF),Home State,80658,87212
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),OPEN,All India,38790,53230
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),SC,All India,345128,345128
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),BC(AF),Home State,92735,92735
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),BC(GIRL),Home State,92656,103882
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),BC,Home State,81095,90556
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),EWS(GIRL),Home State,96384,96384
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),EWS,Home State,80119,83778
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),OPEN(AF),Home State,91366,91366
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),OPEN GIRL,Home State,67978,86651
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),OPEN,Home State,58928,79788
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),SC(AF),Home State,332234,332234
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),SC(GIRL),Home State,297345,312946
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),SC,Home State,200301,292919
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY),ST,Home State,450420,450420
2025,Round 1,CHEMICAL TECHNOLOGY (PAINT TECHNOLOGY) (TFW),OPEN (TF),Home State,64823,73428
2025,Round 1,CIVIL ENGG.,BC,All India,55158,55158
2025,Round 1,CIVIL ENGG.,OPEN,All India,45661,45661
2025,Round 1,CIVIL ENGG.,SC,All India,279282,279282
2025,Round 1,CIVIL ENGG.,BC(AF),Home State,88537,88537
2025,Round 1,CIVIL ENGG.,BC(GIRL),Home State,78018,90526
2025,Round 1,CIVIL ENGG.,BC,Home State,65490,74907
2025,Round 1,CIVIL ENGG.,EWS(AF),Home State,137917,137917
2025,Round 1,CIVIL ENGG.,EWS(GIRL),Home State,76122,76122
2025,Round 1,CIVIL ENGG.,EWS,Home State,67061,75311
2025,Round 1,CIVIL ENGG.,OPEN(AF),Home State,71917,71917
2025,Round 1,CIVIL ENGG.,OPEN(FF),Home State,642319,642319
2025,Round 1,CIVIL ENGG.,OPEN GIRL,Home State,62923,72273
2025,Round 1,CIVIL ENGG.,OPEN,Home State,40451,64949
2025,Round 1,CIVIL ENGG.,OPEN(PH),Home State,1218127,1329444
2025,Round 1,CIVIL ENGG.,SC(AF),Home State,395819,395819
2025,Round 1,CIVIL ENGG.,SC(GIRL),Home State,166950,261333
2025,Round 1,CIVIL ENGG.,SC,Home State,143075,222711
2025,Round 1,CIVIL ENGG.,ST(GIRL),Home State,291274,291274
2025,Round 1,CIVIL ENGG.,ST,Home State,269185,269185
2025,Round 1,CIVIL ENGG. (TFW),OPEN (TF),Home State,54810,65844
2025,Round 1,COMPUTER SC. & ENGG.,BC,All India,42488,42488
2025,Round 1,COMPUTER SC. & ENGG.,OPEN,All India,11039,11799
2025,Round 1,COMPUTER SC. & ENGG.,BC(AF),Home State,50740,50740
2025,Round 1,COMPUTER SC. & ENGG.,BC(FF),Home State,642640,642640
2025,Round 1,COMPUTER SC. & ENGG.,BC(GIRL),Home State,40906,46297
2025,Round 1,COMPUTER SC. & ENGG.,BC,Home State,31392,39975
2025,Round 1,COMPUTER SC. & ENGG.,BC(PH),Home State,211643,211643
2025,Round 1,COMPUTER SC. & ENGG.,EWS(GIRL),Home State,37305,37305
2025,Round 1,COMPUTER SC. & ENGG.,EWS,Home State,28846,35332
2025,Round 1,COMPUTER SC. & ENGG.,EWS(PH),Home State,681057,681057
2025,Round 1,COMPUTER SC. & ENGG.,OPEN(AF),Home State,29711,32628
2025,Round 1,COMPUTER SC. & ENGG.,OPEN GIRL,Home State,15519,32170
2025,Round 1,COMPUTER SC. & ENGG.,OPEN,Home State,9702,26726
2025,Round 1,COMPUTER SC. & ENGG.,OPEN(PH),Home State,130501,134244
2025,Round 1,COMPUTER SC. & ENGG.,SC(AF),Home State,259399,259399
2025,Round 1,COMPUTER SC. & ENGG.,SC(GIRL),Home State,147773,188252
2025,Round 1,COMPUTER SC. & ENGG.,SC,Home State,95251,136588
2025,Round 1,COMPUTER SC. & ENGG.,SC(PH),Home State,343115,343115
2025,Round 1,COMPUTER SC. & ENGG.,ST,Home State,209184,209184
2025,Round 1,COMPUTER SC. & ENGG. (TFW),OPEN (TF),Home State,8266,19017
2025,Round 1,ELECTRICAL ENGG.,BC,All India,47840,47840
2025,Round 1,ELECTRICAL ENGG.,OPEN,All India,32472,32472
2025,Round 1,ELECTRICAL ENGG.,SC,All India,218777,218777
2025,Round 1,ELECTRICAL ENGG.,BC(AF),Home State,74766,74766
2025,Round 1,ELECTRICAL ENGG.,BC(GIRL),Home State,60180,65041
2025,Round 1,ELECTRICAL ENGG.,BC,Home State,50266,54967
2025,Round 1,ELECTRICAL ENGG.,BC(PH),Home State,1193832,1193832
2025,Round 1,ELECTRICAL ENGG.,EWS(AF),Home State,70054,70054
2025,Round 1,ELECTRICAL ENGG.,EWS(GIRL),Home State,55567,57493
2025,Round 1,ELECTRICAL ENGG.,EWS,Home State,50291,55970
2025,Round 1,ELECTRICAL ENGG.,OPEN(AF),Home State,59884,59884
2025,Round 1,ELECTRICAL ENGG.,OPEN(FF),Home State,192325,192325
2025,Round 1,ELECTRICAL ENGG.,OPEN GIRL,Home State,43110,50819
2025,Round 1,ELECTRICAL ENGG.,OPEN,Home State,38910,47243
2025,Round 1,ELECTRICAL ENGG.,OPEN(PH),Home State,770910,1082513
2025,Round 1,ELECTRICAL ENGG.,SC(AF),Home State,309120,309120
2025,Round 1,ELECTRICAL ENGG.,SC(GIRL),Home State,212498,241033
2025,Round 1,ELECTRICAL ENGG.,SC,Home State,169558,184656
2025,Round 1,ELECTRICAL ENGG.,ST,Home State,284770,284770
2025,Round 1,ELECTRICAL ENGG. (TFW),OPEN (TF),Home State,46665,48566
2025,Round 1,ELECTRONICS ENGG.,BC,All India,45907,45907
2025,Round 1,ELECTRONICS ENGG.,OPEN,All India,27401,29970
2025,Round 1,ELECTRONICS ENGG.,BC(AF),Home State,66126,66126
2025,Round 1,ELECTRONICS ENGG.,BC(GIRL),Home State,52123,57295
